case_id,benchmark_version,snapshot_date,product_id,drug_codes,din_list,brand_name,language,split,stratum,input,expected_output,evaluation_type,source_metadata
hc_dpd_3f9b5b01015c4edf_en,0.2.0,2026-07-02,hc_dpd_3f9b5b01015c4edf,"[""79692""]","[""02311321""]",PRO-ISMN - 60,en,census,single_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 79692
DIN: 02311321
BRAND_NAME: PRO-ISMN - 60
ACTIVE_INGREDIENTS:
- NAME=ISOSORBIDE-5-MONONITRATE; STRENGTH=60; UNIT=MG
DOSAGE_FORMS: TABLET (EXTENDED-RELEASE)
ROUTES: ORAL
SCHEDULES: ETHICAL
PRODUCT_STATUS: MARKETED
COMPANY: PRO DOC LIMITEE","{""din"":[""02311321""],""brand_name"":""PRO-ISMN - 60"",""active_ingredients"":[{""name"":""ISOSORBIDE-5-MONONITRATE"",""strength"":60,""unit"":""MG""}],""dosage_forms"":[""TABLET (EXTENDED-RELEASE)""],""routes"":[""ORAL""],""schedule"":[""ETHICAL""],""product_status"":""MARKETED"",""company"":""PRO DOC LIMITEE""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[4380],""drug.txt"":[4380],""form.txt"":[4427],""ingred.txt"":[6250],""route.txt"":[5201],""schedule.txt"":[4450],""status.txt"":[22609]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""79692""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_3f9b5b01015c4edf_fr,0.2.0,2026-07-02,hc_dpd_3f9b5b01015c4edf,"[""79692""]","[""02311321""]",PRO-ISMN - 60,fr,census,single_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 79692
DIN: 02311321
NOM_COMMERCIAL: PRO-ISMN - 60
INGRÉDIENTS_ACTIFS:
- NOM=5-mononitrate d'isosorbide; CONCENTRATION=60; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé (à libération prolongée)
VOIES_ADMINISTRATION: Orale
ANNEXES: Spécialité médicale
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: PRO DOC LIMITEE","{""din"":[""02311321""],""brand_name"":""PRO-ISMN - 60"",""active_ingredients"":[{""name"":""5-mononitrate d'isosorbide"",""strength"":60,""unit"":""MG""}],""dosage_forms"":[""Comprimé (à libération prolongée)""],""routes"":[""Orale""],""schedule"":[""Spécialité médicale""],""product_status"":""COMMERCIALISÉ"",""company"":""PRO DOC LIMITEE""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[4380],""drug.txt"":[4380],""form.txt"":[4427],""ingred.txt"":[6250],""route.txt"":[5201],""schedule.txt"":[4450],""status.txt"":[22609]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""79692""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_3fde4c951afb0ac3_en,0.2.0,2026-07-02,hc_dpd_3fde4c951afb0ac3,"[""42902""]","[""02188783""]",SYNAREL,en,census,single_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 42902
DIN: 02188783
BRAND_NAME: SYNAREL
ACTIVE_INGREDIENTS:
- NAME=NAFARELIN (NAFARELIN ACETATE); STRENGTH=200; UNIT=MCG
DOSAGE_FORMS: METERED-DOSE AEROSOL
ROUTES: NASAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: PFIZER CANADA ULC","{""din"":[""02188783""],""brand_name"":""SYNAREL"",""active_ingredients"":[{""name"":""NAFARELIN (NAFARELIN ACETATE)"",""strength"":200,""unit"":""MCG""}],""dosage_forms"":[""METERED-DOSE AEROSOL""],""routes"":[""NASAL""],""schedule"":[""PRESCRIPTION""],""product_status"":""MARKETED"",""company"":""PFIZER CANADA ULC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[1879],""drug.txt"":[1879],""form.txt"":[1894],""ingred.txt"":[2849],""route.txt"":[2238],""schedule.txt"":[1888],""status.txt"":[9850]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""42902""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_3fde4c951afb0ac3_fr,0.2.0,2026-07-02,hc_dpd_3fde4c951afb0ac3,"[""42902""]","[""02188783""]",SYNAREL,fr,census,single_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 42902
DIN: 02188783
NOM_COMMERCIAL: SYNAREL
INGRÉDIENTS_ACTIFS:
- NOM=Nafaréline (Acétate de nafaréline); CONCENTRATION=200; UNITÉ=MCG
FORMES_PHARMACEUTIQUES: Aérosol à dose mesurée
VOIES_ADMINISTRATION: Nasale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: PFIZER CANADA ULC","{""din"":[""02188783""],""brand_name"":""SYNAREL"",""active_ingredients"":[{""name"":""Nafaréline (Acétate de nafaréline)"",""strength"":200,""unit"":""MCG""}],""dosage_forms"":[""Aérosol à dose mesurée""],""routes"":[""Nasale""],""schedule"":[""Médicaments sur ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""PFIZER CANADA ULC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[1879],""drug.txt"":[1879],""form.txt"":[1894],""ingred.txt"":[2849],""route.txt"":[2238],""schedule.txt"":[1888],""status.txt"":[9850]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""42902""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_40e252b65490a56d_en,0.2.0,2026-07-02,hc_dpd_40e252b65490a56d,"[""19936""]","[""02164353""]",TRAZODONE-50,en,census,single_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 19936
DIN: 02164353
BRAND_NAME: TRAZODONE-50
ACTIVE_INGREDIENTS:
- NAME=TRAZODONE HYDROCHLORIDE; STRENGTH=50; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: PRO DOC LIMITEE","{""din"":[""02164353""],""brand_name"":""TRAZODONE-50"",""active_ingredients"":[{""name"":""TRAZODONE HYDROCHLORIDE"",""strength"":50,""unit"":""MG""}],""dosage_forms"":[""TABLET""],""routes"":[""ORAL""],""schedule"":[""PRESCRIPTION""],""product_status"":""MARKETED"",""company"":""PRO DOC LIMITEE""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[1659],""drug.txt"":[1659],""form.txt"":[1668],""ingred.txt"":[2441],""route.txt"":[1963],""schedule.txt"":[1667],""status.txt"":[8583]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""19936""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_40e252b65490a56d_fr,0.2.0,2026-07-02,hc_dpd_40e252b65490a56d,"[""19936""]","[""02164353""]",TRAZODONE-50,fr,census,single_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 19936
DIN: 02164353
NOM_COMMERCIAL: TRAZODONE-50
INGRÉDIENTS_ACTIFS:
- NOM=Chlohydrate de trazodone; CONCENTRATION=50; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: PRO DOC LIMITEE","{""din"":[""02164353""],""brand_name"":""TRAZODONE-50"",""active_ingredients"":[{""name"":""Chlohydrate de trazodone"",""strength"":50,""unit"":""MG""}],""dosage_forms"":[""Comprimé""],""routes"":[""Orale""],""schedule"":[""Médicaments sur ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""PRO DOC LIMITEE""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[1659],""drug.txt"":[1659],""form.txt"":[1668],""ingred.txt"":[2441],""route.txt"":[1963],""schedule.txt"":[1667],""status.txt"":[8583]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""19936""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_436a00d315136b8a_en,0.2.0,2026-07-02,hc_dpd_436a00d315136b8a,"[""94236""]","[""02455560""]",MUSCLE ACHES AND BODY PAIN RELIEF,en,census,single_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 94236
DIN: 02455560
BRAND_NAME: MUSCLE ACHES AND BODY PAIN RELIEF
ACTIVE_INGREDIENTS:
- NAME=ACETAMINOPHEN; STRENGTH=650; UNIT=MG
DOSAGE_FORMS: TABLET (EXTENDED-RELEASE)
ROUTES: ORAL
SCHEDULES: NON-PRESCRIPTION DRUGS
PRODUCT_STATUS: MARKETED
COMPANY: VITA HEALTH PRODUCTS INC","{""din"":[""02455560""],""brand_name"":""MUSCLE ACHES AND BODY PAIN RELIEF"",""active_ingredients"":[{""name"":""ACETAMINOPHEN"",""strength"":650,""unit"":""MG""}],""dosage_forms"":[""TABLET (EXTENDED-RELEASE)""],""routes"":[""ORAL""],""schedule"":[""NON-PRESCRIPTION DRUGS""],""product_status"":""MARKETED"",""company"":""VITA HEALTH PRODUCTS INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[8164],""drug.txt"":[8164],""form.txt"":[8319],""ingred.txt"":[11635],""route.txt"":[9629],""schedule.txt"":[8351],""status.txt"":[36905]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""94236""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_436a00d315136b8a_fr,0.2.0,2026-07-02,hc_dpd_436a00d315136b8a,"[""94236""]","[""02455560""]",MUSCLE ACHES AND BODY PAIN RELIEF,fr,census,single_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 94236
DIN: 02455560
NOM_COMMERCIAL: SOULAGEMENT DES DOULEURS MUSCULAIRES ET CORPORELLES
INGRÉDIENTS_ACTIFS:
- NOM=Acétaminophène; CONCENTRATION=650; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé (à libération prolongée)
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sans ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: VITA HEALTH PRODUCTS INC","{""din"":[""02455560""],""brand_name"":""SOULAGEMENT DES DOULEURS MUSCULAIRES ET CORPORELLES"",""active_ingredients"":[{""name"":""Acétaminophène"",""strength"":650,""unit"":""MG""}],""dosage_forms"":[""Comprimé (à libération prolongée)""],""routes"":[""Orale""],""schedule"":[""Médicaments sans ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""VITA HEALTH PRODUCTS INC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[8164],""drug.txt"":[8164],""form.txt"":[8319],""ingred.txt"":[11635],""route.txt"":[9629],""schedule.txt"":[8351],""status.txt"":[36905]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""94236""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_44af4a00f50e9758_en,0.2.0,2026-07-02,hc_dpd_44af4a00f50e9758,"[""13302""]","[""01985205""]",CREON MINIMICROSPHERES 25,en,census,multi_ingredient,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 13302
DIN: 01985205
BRAND_NAME: CREON MINIMICROSPHERES 25
ACTIVE_INGREDIENTS:
- NAME=AMYLASE; STRENGTH=25500; UNIT=UNIT
- NAME=PROTEASE; STRENGTH=1600; UNIT=UNIT
- NAME=LIPASE; STRENGTH=25000; UNIT=UNIT
DOSAGE_FORMS: CAPSULE (DELAYED RELEASE)
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: BGP PHARMA ULC","{""din"":[""01985205""],""brand_name"":""CREON MINIMICROSPHERES 25"",""active_ingredients"":[{""name"":""AMYLASE"",""strength"":25500,""unit"":""UNIT""},{""name"":""LIPASE"",""strength"":25000,""unit"":""UNIT""},{""name"":""PROTEASE"",""strength"":1600,""unit"":""UNIT""}],""dosage_forms"":[""CAPSULE (DELAYED RELEASE)""],""routes"":[""ORAL""],""schedule"":[""PRESCRIPTION""],""product_status"":""MARKETED"",""company"":""BGP PHARMA ULC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[1089],""drug.txt"":[1089],""form.txt"":[1091],""ingred.txt"":[1611,1612,1613],""route.txt"":[1286],""schedule.txt"":[1091],""status.txt"":[5403]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""13302""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_44af4a00f50e9758_fr,0.2.0,2026-07-02,hc_dpd_44af4a00f50e9758,"[""13302""]","[""01985205""]",CREON MINIMICROSPHERES 25,fr,census,multi_ingredient,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 13302
DIN: 01985205
NOM_COMMERCIAL: CREON MINIMICROSPHERES 25
INGRÉDIENTS_ACTIFS:
- NOM=Amylase; CONCENTRATION=25500; UNITÉ=Unité
- NOM=Protéase; CONCENTRATION=1600; UNITÉ=Unité
- NOM=Lipase; CONCENTRATION=25000; UNITÉ=Unité
FORMES_PHARMACEUTIQUES: Capsule (à libération retardée)
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: BGP PHARMA ULC","{""din"":[""01985205""],""brand_name"":""CREON MINIMICROSPHERES 25"",""active_ingredients"":[{""name"":""Amylase"",""strength"":25500,""unit"":""Unité""},{""name"":""Lipase"",""strength"":25000,""unit"":""Unité""},{""name"":""Protéase"",""strength"":1600,""unit"":""Unité""}],""dosage_forms"":[""Capsule (à libération retardée)""],""routes"":[""Orale""],""schedule"":[""Médicaments sur ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""BGP PHARMA ULC""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[1089],""drug.txt"":[1089],""form.txt"":[1091],""ingred.txt"":[1611,1612,1613],""route.txt"":[1286],""schedule.txt"":[1091],""status.txt"":[5403]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""13302""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_450ea7595278dbfe_en,0.2.0,2026-07-02,hc_dpd_450ea7595278dbfe,"[""12451"",""12452"",""12453""]","[""01934198"",""01934201"",""01934228""]",TEVA-PRAZOSIN,en,census,multi_variant,"Extract drug-product facts from the Health Canada Drug Product Database source record below. Return only one JSON object with exactly the keys din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status, and company. din, dosage_forms, routes, and schedule must be lists. active_ingredients must be a list of objects with name, strength, and unit keys. Combine distinct facts from every variant and do not infer values.

DPD SOURCE RECORD (ENGLISH)

VARIANT 1
DRUG_CODE: 12451
DIN: 01934198
BRAND_NAME: TEVA-PRAZOSIN
ACTIVE_INGREDIENTS:
- NAME=PRAZOSIN (PRAZOSIN HYDROCHLORIDE); STRENGTH=1; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: TEVA CANADA LIMITED

VARIANT 2
DRUG_CODE: 12452
DIN: 01934201
BRAND_NAME: TEVA-PRAZOSIN
ACTIVE_INGREDIENTS:
- NAME=PRAZOSIN (PRAZOSIN HYDROCHLORIDE); STRENGTH=2; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: TEVA CANADA LIMITED

VARIANT 3
DRUG_CODE: 12453
DIN: 01934228
BRAND_NAME: TEVA-PRAZOSIN
ACTIVE_INGREDIENTS:
- NAME=PRAZOSIN (PRAZOSIN HYDROCHLORIDE); STRENGTH=5; UNIT=MG
DOSAGE_FORMS: TABLET
ROUTES: ORAL
SCHEDULES: PRESCRIPTION
PRODUCT_STATUS: MARKETED
COMPANY: TEVA CANADA LIMITED","{""din"":[""01934198"",""01934201"",""01934228""],""brand_name"":""TEVA-PRAZOSIN"",""active_ingredients"":[{""name"":""PRAZOSIN (PRAZOSIN HYDROCHLORIDE)"",""strength"":1,""unit"":""MG""},{""name"":""PRAZOSIN (PRAZOSIN HYDROCHLORIDE)"",""strength"":2,""unit"":""MG""},{""name"":""PRAZOSIN (PRAZOSIN HYDROCHLORIDE)"",""strength"":5,""unit"":""MG""}],""dosage_forms"":[""TABLET""],""routes"":[""ORAL""],""schedule"":[""PRESCRIPTION""],""product_status"":""MARKETED"",""company"":""TEVA CANADA LIMITED""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[1011,1012,1013],""drug.txt"":[1011,1012,1013],""form.txt"":[1012,1013,1014],""ingred.txt"":[1495,1496,1497],""route.txt"":[1191,1192,1193],""schedule.txt"":[1012,1013,1014],""status.txt"":[4916,4917,4923]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""12451"",""12452"",""12453""],""language"":""en"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
hc_dpd_450ea7595278dbfe_fr,0.2.0,2026-07-02,hc_dpd_450ea7595278dbfe,"[""12451"",""12452"",""12453""]","[""01934198"",""01934201"",""01934228""]",TEVA-PRAZOSIN,fr,census,multi_variant,"Extrayez les faits de produit pharmaceutique du dossier source de la Base de données sur les produits pharmaceutiques de Santé Canada ci-dessous. Retournez uniquement un objet JSON avec exactement les clés din, brand_name, active_ingredients, dosage_forms, routes, schedule, product_status et company. din, dosage_forms, routes et schedule doivent être des listes. active_ingredients doit être une liste d'objets ayant les clés name, strength et unit. Regroupez les faits distincts de toutes les variantes, sans rien déduire.

DOSSIER SOURCE DPD (FRANÇAIS)

VARIANTE 1
DRUG_CODE: 12451
DIN: 01934198
NOM_COMMERCIAL: TEVA-PRAZOSIN
INGRÉDIENTS_ACTIFS:
- NOM=Prazosine (Chlorhydrate de prazosine); CONCENTRATION=1; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: TEVA CANADA LIMITED

VARIANTE 2
DRUG_CODE: 12452
DIN: 01934201
NOM_COMMERCIAL: TEVA-PRAZOSIN
INGRÉDIENTS_ACTIFS:
- NOM=Prazosine (Chlorhydrate de prazosine); CONCENTRATION=2; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: TEVA CANADA LIMITED

VARIANTE 3
DRUG_CODE: 12453
DIN: 01934228
NOM_COMMERCIAL: TEVA-PRAZOSIN
INGRÉDIENTS_ACTIFS:
- NOM=Prazosine (Chlorhydrate de prazosine); CONCENTRATION=5; UNITÉ=MG
FORMES_PHARMACEUTIQUES: Comprimé
VOIES_ADMINISTRATION: Orale
ANNEXES: Médicaments sur ordonnance
ÉTAT_DU_PRODUIT: COMMERCIALISÉ
ENTREPRISE: TEVA CANADA LIMITED","{""din"":[""01934198"",""01934201"",""01934228""],""brand_name"":""TEVA-PRAZOSIN"",""active_ingredients"":[{""name"":""Prazosine (Chlorhydrate de prazosine)"",""strength"":1,""unit"":""MG""},{""name"":""Prazosine (Chlorhydrate de prazosine)"",""strength"":2,""unit"":""MG""},{""name"":""Prazosine (Chlorhydrate de prazosine)"",""strength"":5,""unit"":""MG""}],""dosage_forms"":[""Comprimé""],""routes"":[""Orale""],""schedule"":[""Médicaments sur ordonnance""],""product_status"":""COMMERCIALISÉ"",""company"":""TEVA CANADA LIMITED""}",json,"{""archive_file_id"":""dpd_marketed_archive"",""archive_members"":{""comp.txt"":[1011,1012,1013],""drug.txt"":[1011,1012,1013],""form.txt"":[1012,1013,1014],""ingred.txt"":[1495,1496,1497],""route.txt"":[1191,1192,1193],""schedule.txt"":[1012,1013,1014],""status.txt"":[4916,4917,4923]},""archive_sha256"":""94c8ef8639fd07eea9c134d8ede137d77574d4ae6761955f5aa582558ec38b25"",""drug_codes"":[""12451"",""12452"",""12453""],""language"":""fr"",""source_dataset_id"":""hc_dpd_source_snapshot"",""source_dataset_version"":""2026.7.2"",""source_manifest_sha256"":""f674732805de6a311d5882c2e7e33747a7e214beb123d9e42c944e1ad195eba0""}"
